Actual,Predictions
[2],"[4.74688364e-04 2.79892869e-02 9.92200803e-03 1.02946185e-01
 7.86625408e-03 2.17107148e-03 6.47750378e-01 3.08115827e-03
 1.03153370e-01 9.46455896e-02]"
[4],"[2.3684852e-05 4.3210204e-07 3.4466442e-02 1.7979795e-03 6.5071666e-01
 3.1438325e-02 1.5130797e-03 2.8003848e-01 9.8998703e-07 3.9833935e-06]"
[1],"[3.3315282e-06 1.5584510e-02 1.5025834e-09 1.8616287e-09 4.4296064e-10
 2.4348842e-10 1.2238976e-10 1.7833617e-09 3.0973428e-08 9.8441213e-01]"
[9],"[6.9917255e-10 1.7062536e-07 3.5563233e-13 2.5262704e-12 1.4721725e-12
 8.1616422e-11 1.7696363e-11 2.2830928e-11 2.4528456e-08 9.9999988e-01]"
[5],"[1.1093959e-05 4.5265057e-05 2.6286111e-04 2.7904045e-02 8.0963633e-05
 9.7012490e-01 6.4225012e-04 7.4597477e-04 1.5348754e-05 1.6736281e-04]"
[4],"[0.16166924 0.00145606 0.10558153 0.00581934 0.6492751  0.00315064
 0.00269993 0.00466758 0.06488248 0.00079805]"
[6],"[4.4395938e-07 5.0498357e-07 7.7902747e-04 1.6757451e-05 3.0757083e-06
 3.1229922e-07 9.9919945e-01 2.3923471e-07 6.0766922e-08 3.2978654e-08]"
[5],"[2.2796918e-04 1.9207424e-03 2.1926818e-02 1.6617557e-01 8.3308615e-04
 5.1451170e-01 2.7922977e-04 2.3905285e-01 1.3676389e-04 5.4935247e-02]"
[6],"[1.8099230e-06 1.4447901e-05 4.6821651e-03 1.9454806e-04 6.5860178e-05
 2.5102918e-05 9.9498761e-01 5.3566629e-07 2.2634647e-05 5.2533637e-06]"
[0],"[9.5796806e-01 8.0517344e-03 1.6143864e-03 1.8333109e-05 5.0593831e-04
 2.4938687e-05 3.5611618e-05 3.6307829e-05 1.9268107e-02 1.2476690e-02]"
[9],"[1.9491321e-05 4.6380414e-05 1.2077131e-10 6.0311787e-09 7.2238959e-10
 2.1196036e-09 7.9295369e-11 6.1809473e-08 1.1975357e-06 9.9993289e-01]"
[3],"[6.1498591e-05 1.6568989e-05 3.9639384e-02 1.6773720e-01 5.5913359e-01
 5.8525182e-02 7.0858069e-02 1.0392210e-01 1.8265788e-05 8.8121400e-05]"
[9],"[1.3162845e-03 7.3212746e-04 2.5406745e-04 4.2676990e-04 1.2539346e-02
 6.4872918e-05 3.1481981e-05 1.1325892e-03 2.3610578e-01 7.4739665e-01]"
[7],"[1.0736961e-08 4.2453879e-10 1.9046684e-05 2.3203122e-06 3.1873062e-02
 1.5774202e-04 2.6548601e-06 9.6794498e-01 6.7457470e-11 2.2610685e-07]"
[6],"[1.3464541e-04 3.2510609e-06 2.2768790e-01 1.1085970e-03 7.1987897e-02
 1.2400280e-03 6.9735181e-01 4.6223975e-04 1.2554516e-05 1.1095479e-05]"
[9],"[1.9875190e-03 8.7626692e-04 5.5853994e-05 4.5923654e-05 8.9735542e-05
 1.7721050e-06 1.2404798e-03 2.0052546e-04 1.7451670e-04 9.9532735e-01]"
[8],"[5.08844340e-03 2.71451048e-04 1.06411404e-04 5.35345280e-05
 6.05012872e-04 7.17712373e-06 5.79351035e-05 7.30749016e-05
 9.90352094e-01 3.38484650e-03]"
[0],"[1.67080257e-02 6.75699580e-03 3.11494082e-01 1.44029679e-02
 1.75907894e-03 4.38782051e-02 4.83738005e-01 1.18802264e-01
 2.89685559e-04 2.17074878e-03]"
[3],"[2.2572356e-04 4.9926486e-05 3.8483933e-02 1.9162813e-01 1.0790062e-02
 1.0146693e-02 7.4484098e-01 1.6460766e-03 2.9189985e-05 2.1591415e-03]"
[8],"[6.9341268e-03 7.0871729e-06 1.8628041e-06 1.2374296e-07 1.3115480e-06
 1.4949405e-08 1.4533352e-07 1.5956811e-08 9.9305141e-01 3.8809553e-06]"
[8],"[7.8386685e-04 1.5711117e-05 6.5262552e-04 7.7426480e-04 1.6158036e-04
 2.9886016e-04 5.9400503e-05 9.5273208e-06 9.9689293e-01 3.5122214e-04]"
[7],"[9.6488732e-04 4.9905349e-05 1.0247518e-03 2.1699138e-03 3.8003321e-03
 6.7275567e-03 1.5881380e-04 9.7287989e-01 1.2911704e-06 1.2222703e-02]"
[7],"[1.4171121e-04 1.1488814e-04 5.4519124e-02 1.9492997e-01 2.9213421e-02
 3.7053242e-01 3.0543588e-03 3.4457096e-01 2.8992314e-03 2.3912968e-05]"
[4],"[6.5839123e-03 7.7260222e-05 4.3148035e-01 2.8436072e-02 9.2760734e-02
 8.7527521e-02 3.4011808e-01 9.4991941e-03 9.5994078e-04 2.5570008e-03]"
[6],"[3.1244501e-05 1.6055545e-03 1.9669686e-02 4.6836728e-01 3.2325275e-02
 3.4187523e-01 1.2904924e-01 6.1253975e-03 1.3274638e-04 8.1832957e-04]"
[7],"[1.2537429e-06 1.3229376e-08 9.4695984e-05 8.3680598e-06 1.3388329e-02
 6.1332401e-05 1.5668102e-05 9.8642981e-01 2.3814600e-10 4.7160003e-07]"
[3],"[3.1241198e-04 2.7080759e-04 1.9378753e-02 1.5866518e-01 6.6093141e-03
 7.2282642e-01 6.9175072e-02 1.5844818e-02 4.1898885e-03 2.7272990e-03]"
[6],"[4.4178113e-04 6.0830940e-04 2.2427710e-03 6.8570110e-03 5.2015730e-03
 2.1007159e-03 9.8150843e-01 1.5389649e-04 8.5108535e-04 3.4432571e-05]"
[3],"[1.51181966e-01 3.64842378e-02 6.53215274e-02 6.94189012e-01
 5.73105598e-03 7.18256040e-03 1.31683669e-03 1.00775665e-04
 5.83947264e-03 3.26525345e-02]"
[6],"[8.9803070e-05 8.2928338e-04 1.1157973e-02 4.7887573e-03 1.4985611e-02
 1.2764928e-03 9.6582997e-01 4.3151208e-04 4.3229799e-04 1.7825051e-04]"
[2],"[8.3012426e-05 1.1432555e-04 3.3835220e-01 4.0341966e-02 3.5001412e-02
 8.8160550e-03 5.7181889e-01 5.2864077e-03 4.5917036e-06 1.8114348e-04]"
[1],"[5.7189148e-03 9.0262288e-01 2.2344880e-06 9.8662176e-06 3.9290680e-06
 1.5219699e-06 1.0077583e-04 1.2382931e-07 9.0907387e-02 6.3233828e-04]"
[2],"[1.6098371e-01 2.2367721e-03 6.1069989e-01 2.0356836e-04 6.7239031e-05
 2.9145626e-04 2.0858037e-01 2.9305471e-05 1.6906314e-02 1.3328965e-06]"
[3],"[1.25993865e-05 1.19434306e-02 1.20393548e-03 5.87746263e-01
 1.89374667e-02 1.40762046e-01 4.80629615e-02 2.48606242e-02
 6.68725185e-03 1.59783468e-01]"
[7],"[1.7545005e-02 4.4371742e-03 2.0380123e-03 2.2539138e-03 1.8962614e-02
 6.0121680e-04 1.5483390e-03 8.9256442e-01 9.1345684e-04 5.9135869e-02]"
[2],"[0.0311012  0.00213941 0.45178226 0.2642231  0.08149763 0.04995247
 0.07833535 0.03318367 0.00343248 0.00435243]"
[6],"[1.1235324e-04 2.6172135e-04 1.5800219e-02 1.9282435e-01 4.0917732e-02
 1.0214343e-01 6.4349812e-01 2.8010909e-03 2.4179553e-05 1.6168216e-03]"
[8],"[9.2869269e-04 3.0512401e-05 1.8249490e-05 2.3999852e-05 2.0233031e-06
 1.7942987e-06 1.6290538e-06 9.2439063e-07 9.9859113e-01 4.0099365e-04]"
[8],"[1.4598054e-04 3.9977807e-05 2.5346803e-06 1.7570047e-06 7.1985312e-07
 3.6996599e-07 4.5484634e-07 1.3470775e-07 9.9978799e-01 2.0137159e-05]"
[0],"[9.3297666e-01 1.1072115e-03 3.7497422e-04 4.4325661e-05 2.8471551e-03
 4.2858592e-06 2.6367072e-04 1.7171148e-03 2.8889757e-02 3.1774960e-02]"
[2],"[4.1796036e-05 6.8246448e-09 9.9868602e-01 2.4398159e-05 2.6218564e-04
 5.0910760e-04 1.6579002e-05 4.5949518e-04 4.1909828e-07 3.5051769e-08]"
[9],"[2.1897940e-01 1.0469403e-01 1.7563749e-05 2.5086279e-06 4.1350518e-07
 4.1570794e-07 1.0873154e-06 9.6161924e-03 4.3406821e-04 6.6625428e-01]"
[3],"[2.89440039e-03 1.23597623e-03 2.02531670e-03 7.79442072e-01
 3.35072987e-02 1.04411915e-01 6.54318556e-03 1.58467548e-04
 6.97128251e-02 6.85289124e-05]"
[3],"[3.91067806e-05 1.31548404e-05 1.12104965e-02 3.33740979e-01
 1.44539345e-02 6.31869137e-01 1.53001968e-03 6.84767868e-03
 2.00995237e-05 2.75329221e-04]"
[8],"[7.3512032e-04 1.7588691e-05 2.0974226e-06 2.2388908e-06 7.7894416e-05
 2.6738311e-07 4.2002009e-07 3.0304273e-06 9.9914312e-01 1.8175369e-05]"
[8],"[2.6198169e-03 1.4193540e-03 1.0658670e-05 1.0440359e-05 3.0839487e-06
 7.3299123e-07 2.0882330e-06 1.1768344e-06 9.9472469e-01 1.2079342e-03]"
[1],"[4.2136423e-03 1.9318249e-02 5.8012502e-06 7.1881072e-06 1.0367278e-08
 3.2237037e-06 2.5488805e-06 1.7034722e-06 1.1046741e-02 9.6540093e-01]"
[1],"[1.7468385e-05 9.9860889e-01 2.5554621e-07 6.5921535e-07 1.9170900e-08
 6.9540289e-07 3.8306439e-06 6.1783936e-08 3.7348966e-04 9.9466823e-04]"
[7],"[1.13505777e-03 2.11919115e-07 1.09149115e-02 3.37954424e-03
 5.00970753e-03 1.65980228e-03 1.58232768e-04 9.77735758e-01
 2.58254795e-06 4.25081362e-06]"
[2],"[4.1830428e-03 3.8282989e-05 9.8288536e-01 2.3769636e-03 3.5851015e-04
 6.5407064e-03 1.0500755e-03 2.2135724e-03 3.1977959e-04 3.3712011e-05]"
[5],"[5.7839295e-03 7.5419608e-04 2.8360802e-01 2.7906545e-02 4.8821764e-03
 3.7459470e-02 1.4339056e-03 4.4467562e-01 3.5927398e-05 1.9346017e-01]"
[2],"[6.3289307e-02 1.1539717e-02 4.7060776e-01 1.0634314e-01 1.1920154e-01
 1.1141043e-01 3.4841785e-04 1.0469653e-01 2.6308835e-04 1.2300033e-02]"
[7],"[0.02161247 0.00074178 0.49146646 0.08655739 0.067597   0.02339186
 0.00098965 0.30330592 0.00240904 0.00192846]"
[8],"[5.2774255e-04 1.4958960e-04 8.1505350e-06 2.0273298e-04 5.9601167e-05
 1.4090957e-04 1.8708644e-05 6.1272483e-05 9.8691446e-01 1.1916767e-02]"
[9],"[8.52307676e-06 1.56215078e-03 3.44716790e-11 2.61541865e-11
 1.59917066e-10 3.83356125e-11 1.04361346e-10 7.86274990e-10
 1.44391233e-04 9.98284996e-01]"
[0],"[9.7756469e-01 8.6870766e-04 6.3953252e-05 7.8326048e-06 1.4779130e-05
 1.2675248e-06 1.2920647e-08 9.7099917e-07 2.0828584e-02 6.4914761e-04]"
[3],"[1.93421220e-05 1.15194634e-04 1.96653549e-02 3.59147950e-03
 2.58436007e-03 1.43762992e-03 9.72142160e-01 3.05040303e-04
 6.90182787e-05 7.05620696e-05]"
[8],"[1.4496982e-04 1.3085683e-02 8.3584268e-08 6.4990076e-07 7.2918192e-07
 3.9066902e-07 3.3023351e-08 3.9770280e-09 9.2707801e-01 5.9689377e-02]"
[6],"[2.6618700e-05 1.5444573e-05 3.7241110e-03 6.3791248e-04 6.1709015e-04
 4.2617894e-04 9.9441743e-01 9.2287100e-06 3.2964417e-05 9.3185517e-05]"
[4],"[5.75878912e-05 6.81709935e-07 2.05074996e-03 2.81203625e-04
 9.83105242e-01 7.37345079e-04 3.63308820e-04 1.33763645e-02
 3.17698141e-06 2.43592385e-05]"
[6],"[1.9929535e-06 2.7901318e-05 5.0203795e-05 1.6895237e-03 1.4336620e-04
 3.9197205e-04 9.8435730e-01 1.2863428e-02 4.2901014e-05 4.3138972e-04]"
[6],"[7.5884123e-04 2.3100481e-04 5.4745160e-02 4.1252500e-03 9.5836129e-03
 1.3447119e-05 9.3045557e-01 8.9799933e-06 3.8467366e-05 3.9689399e-05]"
[0],"[5.8360183e-01 3.9164359e-03 8.0618203e-02 2.7909156e-02 1.1598286e-02
 8.9730052e-03 1.8379421e-03 5.4231833e-04 2.7675274e-01 4.2501017e-03]"
[0],"[9.97313321e-01 1.24160315e-05 2.51271832e-03 5.73939815e-06
 2.41219891e-06 3.39670009e-07 8.58955445e-06 1.28005529e-04
 1.63922250e-05 1.01612095e-07]"
[7],"[1.4746184e-03 1.4236764e-04 8.7434975e-03 7.1697595e-04 1.1768524e-03
 2.7460144e-03 2.0721117e-03 9.8287511e-01 3.0018045e-05 2.2428940e-05]"
[4],"[6.6443019e-05 5.6011199e-08 4.4341441e-03 7.2668411e-04 7.7714300e-01
 2.5592821e-03 6.3964391e-05 2.1499597e-01 4.6244136e-06 5.8859273e-06]"
[5],"[1.6444637e-05 1.5443027e-06 2.5001416e-01 5.1558241e-03 3.9766380e-01
 2.2153565e-01 5.3559080e-02 7.1478494e-02 4.1723222e-04 1.5776264e-04]"
[6],"[4.6441277e-05 1.7897169e-04 7.1534389e-03 1.5609154e-03 4.4369928e-05
 1.9829490e-03 9.8295468e-01 3.5845120e-03 1.8363765e-04 2.3101596e-03]"
[3],"[1.6783386e-04 8.4186140e-05 2.0452267e-03 4.9656233e-01 1.1837071e-02
 9.9967392e-03 4.6562469e-01 2.2514106e-03 1.7754450e-04 1.1252975e-02]"
[1],"[5.3346679e-07 9.9972111e-01 5.1155126e-12 6.7545414e-11 2.5660279e-12
 2.0336746e-11 3.4020890e-11 1.7934370e-09 1.3945700e-07 2.7831033e-04]"
[1],"[5.1627860e-05 9.9071199e-01 1.2099667e-06 1.1927028e-06 2.5726482e-08
 1.5532436e-07 1.7055114e-06 7.4299411e-10 9.0551926e-03 1.7701989e-04]"
[3],"[0.03561097 0.00617584 0.06356812 0.4828855  0.00093648 0.09610327
 0.29716784 0.00101415 0.01554186 0.00099592]"
[6],"[1.0617347e-07 5.3277643e-07 2.5339701e-04 2.7099307e-04 4.8471673e-04
 8.6070595e-06 9.9896264e-01 8.7130724e-07 1.5534604e-07 1.7942415e-05]"
[8],"[2.71665188e-03 1.35635063e-02 9.07433514e-06 4.56935741e-05
 1.04025446e-07 5.06640504e-07 4.10654866e-05 1.04555074e-05
 9.83582556e-01 3.03321012e-05]"
[7],"[1.35227237e-04 1.32787825e-08 6.06003043e-04 4.94915235e-04
 5.93501363e-06 1.41995335e-02 9.59309837e-05 9.84460771e-01
 1.09540724e-06 6.03454168e-07]"
[4],"[8.7904329e-05 1.0082795e-05 4.4625159e-02 3.3374729e-03 8.5561824e-01
 3.9901510e-03 8.8136353e-02 3.4897302e-03 4.1149174e-06 7.0071983e-04]"
[0],"[9.3924087e-01 6.6039553e-03 2.1697231e-02 1.4177745e-02 1.6137523e-03
 1.8928546e-04 1.7725164e-05 1.3231473e-03 1.4783485e-02 3.5274238e-04]"
[6],"[2.4952882e-03 9.8986384e-06 9.0008996e-02 5.0010553e-05 2.0348765e-05
 5.9204617e-06 9.0740001e-01 1.1153686e-06 8.0977152e-06 3.5240916e-07]"
[2],"[3.7156450e-04 1.8138930e-06 9.7392207e-01 5.1572258e-03 1.1776649e-02
 1.0271907e-03 6.7935884e-03 8.3942275e-04 9.8605371e-05 1.1816840e-05]"
[1],"[7.2473536e-05 1.2644643e-01 3.1542295e-09 1.9245458e-06 2.1973259e-08
 4.4003806e-07 1.0591733e-06 1.3710427e-07 1.1334866e-05 8.7346613e-01]"
[3],"[4.60412400e-03 3.56058794e-04 1.53530091e-02 8.87404680e-01
 1.00003546e-02 3.05813476e-02 3.03660147e-02 1.11794565e-02
 1.23460688e-06 1.01537695e-02]"
[0],"[9.5720768e-01 3.9464525e-05 2.3424242e-02 5.1632180e-04 9.4019603e-03
 1.1680046e-04 2.0775113e-05 6.1320351e-04 7.6541086e-03 1.0055663e-03]"
[4],"[1.7134732e-04 1.9033416e-05 1.7457420e-03 2.8159146e-03 9.8164523e-01
 1.2573479e-02 6.3386062e-05 5.5067381e-04 6.3053585e-06 4.0893533e-04]"
[2],"[2.6710922e-04 3.7496917e-05 4.3811310e-02 2.2125289e-02 2.9854823e-03
 1.1966559e-02 9.1396147e-01 4.1553867e-03 5.2190051e-05 6.3773006e-04]"
[7],"[6.5646454e-04 4.0183120e-04 1.1945484e-02 2.8389266e-03 1.3008341e-02
 7.8060287e-03 2.1041914e-04 9.6307516e-01 3.9218241e-07 5.7050296e-05]"
[8],"[1.83649044e-02 2.71700439e-04 1.01804326e-04 1.71149761e-04
 1.36383869e-05 8.01795341e-06 3.85628315e-04 8.92507842e-07
 9.80087161e-01 5.95140096e-04]"
[3],"[4.5086510e-02 5.5901678e-03 8.1882356e-03 2.7730846e-01 1.6499488e-01
 2.7715102e-02 9.1980262e-05 4.6945515e-01 5.9435313e-04 9.7504118e-04]"
[1],"[4.6292502e-07 9.1478056e-01 3.1510133e-06 8.6649072e-07 3.2484914e-07
 1.4092051e-07 8.7301692e-07 2.8508344e-07 7.9355115e-05 8.5134029e-02]"
[2],"[2.9671207e-04 4.3670575e-06 9.6632040e-01 1.0356456e-03 1.6488877e-04
 5.3455336e-03 6.7472900e-04 2.6153527e-02 3.1993292e-07 3.9887195e-06]"
[8],"[2.08465625e-02 7.31625501e-03 1.65338992e-04 5.68770338e-05
 1.16237476e-04 5.54424241e-06 1.34298634e-05 9.47421431e-05
 9.43814278e-01 2.75707282e-02]"
[0],"[2.9700786e-01 2.6303190e-03 4.6929339e-01 6.9171123e-02 4.1158317e-04
 3.6285853e-03 1.5114569e-02 7.5139047e-04 1.3369420e-01 8.2969880e-03]"
[8],"[0.16497195 0.00121421 0.10101994 0.02792893 0.31314996 0.0063012
 0.00036939 0.02556212 0.34185964 0.01762263]"
[3],"[7.8542874e-04 2.2553354e-04 1.0168125e-02 5.3148037e-01 1.6166815e-01
 2.4478027e-01 3.6588915e-02 1.0312180e-02 4.9805950e-04 3.4928720e-03]"
[5],"[0.2644527  0.00728088 0.16337475 0.06745442 0.03170858 0.09791204
 0.2719597  0.07633709 0.00268125 0.01683852]"
[2],"[1.9787161e-02 2.4791554e-04 9.7352058e-01 9.2290819e-04 1.8596087e-04
 5.0341645e-05 3.8360066e-03 1.8877721e-05 1.4049350e-03 2.5274363e-05]"
[4],"[1.4992339e-05 2.5528678e-08 4.9212873e-02 3.5808178e-05 9.4453532e-01
 4.7623522e-05 3.3487019e-03 2.8033510e-03 1.2111566e-06 1.6872794e-07]"
[1],"[5.6142013e-05 9.9391139e-01 5.3221669e-08 8.7837961e-08 1.4890848e-10
 7.9623646e-08 8.1437651e-10 5.3509421e-08 3.6745550e-07 6.0319076e-03]"
[8],"[9.4361261e-05 3.5664585e-04 1.1643216e-08 5.5395833e-07 9.4190159e-07
 6.2159039e-08 9.3610852e-09 2.3283212e-07 9.8607987e-01 1.3467346e-02]"
[9],"[2.9982829e-08 9.4934803e-05 2.5817727e-13 5.5602200e-11 2.3316944e-13
 2.6485312e-11 2.2539774e-12 1.0532951e-09 8.1365283e-11 9.9990499e-01]"
[1],"[3.9253575e-03 9.0106589e-01 4.4525368e-05 2.5716340e-04 1.9122273e-05
 1.9931870e-04 2.4145551e-04 1.9684148e-03 1.0789551e-04 9.2170902e-02]"
[2],"[8.0891640e-04 1.5285972e-05 9.3071711e-01 2.2794532e-02 6.8630930e-03
 2.6791591e-02 9.1001056e-03 2.5417153e-03 2.3364964e-05 3.4432675e-04]"
[9],"[2.6211264e-06 5.9376182e-03 3.3033687e-06 1.9438903e-06 2.2906743e-06
 2.7027627e-06 3.6251215e-06 4.4078365e-04 6.5905835e-05 9.9353927e-01]"
[7],"[1.8545195e-03 1.5632653e-04 5.8295089e-03 3.8683182e-04 2.8021203e-03
 6.7885173e-04 1.3649535e-04 9.0388018e-01 1.8857414e-05 8.4256358e-02]"
[2],"[4.4104847e-04 2.0342447e-06 6.6141790e-01 1.0155256e-02 2.1863207e-01
 2.4241729e-02 6.5697581e-02 1.9388635e-02 1.1998033e-05 1.1724637e-05]"
[9],"[4.7097499e-03 4.7551910e-03 2.4314705e-04 6.2640247e-05 4.8824491e-05
 7.0513612e-05 1.1429727e-04 2.0300618e-05 9.8562372e-01 4.3515987e-03]"
[6],"[3.9144908e-03 1.6471815e-04 6.2413947e-03 3.3920676e-01 2.8537532e-02
 1.2524173e-03 6.1949950e-01 3.3487924e-04 3.4809017e-04 5.0030969e-04]"
[5],"[1.02849435e-05 4.25218204e-05 2.52295565e-03 2.17480538e-03
 7.94256121e-05 9.94496644e-01 3.62930678e-06 4.78622649e-04
 2.99069086e-07 1.90733030e-04]"
[6],"[2.3690525e-04 4.4021342e-04 2.5142538e-03 1.2420308e-02 1.5843247e-05
 1.5079509e-04 9.8246449e-01 6.3793203e-05 1.2036395e-03 4.8966863e-04]"
[3],"[5.0624815e-04 2.6919092e-03 2.1469096e-02 1.3768494e-01 1.5292459e-02
 6.3310421e-01 3.8230363e-03 4.6935756e-02 1.0130864e-03 1.3747925e-01]"
